e, e_dot, e_int, stamp, 
3.3259305659550624, 0.0, 0.6651861131910125, 855852000000, 
3.3239013050132398, -0.006764203139408842, 0.6650508291282243, 856566000000, 
3.323083222133319, -0.009491146072478548, 0.6648610062067747, 856668000000, 
3.317092092312757, -0.022697375668275416, 0.664271774630621, 856770000000, 
3.3175559523111664, -0.018424232740508195, 0.6638487511171495, 856872000000, 
3.3168595167026, -0.000775252033857754, 0.6634338374217682, 856974000000, 
3.3175427102753066, -4.4140119532798394e-05, 0.6634638786192715, 857042000000, 
3.3203255854196216, 0.011553562390072733, 0.6636485208265019, 857144000000, 
3.3220102946907493, 0.014891948051475682, 0.6639919060257119, 857246000000, 
3.32264747694508, 0.007739638418193806, 0.6643322238036968, 857348000000, 
3.323063688579175, 0.003511312961418748, 0.6645147640143336, 857450000000, 
3.323431363853573, 0.0026129563616435667, 0.6646095019585218, 857552000000, 
3.323131228553669, 0.00022513324831348788, 0.664641752065761, 857654000000, 
3.3243809370216093, 0.00316524389345485, 0.6647295686285901, 857756000000, 
3.3265371770820784, 0.011353161761364916, 0.6649366228438238, 857858000000, 
3.325023648170533, 0.002142370496412601, 0.6650627841516148, 857960000000, 
3.322380857992258, -0.013854396966067975, 0.6649294455496579, 858062000000, 
3.318948187364678, -0.02025153601951768, 0.6644235129018312, 858164000000, 
3.316260626790072, -0.02040077067395322, 0.6638393114764672, 858266000000, 
3.311941905738451, -0.02335427208742284, 0.6631433813262133, 858368000000, 
3.305108527901438, -0.03717366296211407, 0.6622207373619974, 858470000000, 
3.30361504959411, -0.02775618714780344, 0.6613776988822666, 858572000000, 
3.303579407456472, -0.005097068149885568, 0.6608201989968013, 858640000000, 
3.304372392171654, 0.002524475258480763, 0.6607711232814824, 858742000000, 
3.3042740342137615, 0.002315422524297913, 0.6608150555894592, 858844000000, 
3.3036107311281553, -0.002538870144996134, 0.6608171438342382, 858946000000, 
3.3018244760688686, -0.008165193816309646, 0.6606472827607189, 859048000000, 
3.3016463214844674, -0.006548032145626455, 0.6604721019120994, 859150000000, 
3.302323456743951, 0.0016632689169412036, 0.6603862836198191, 859252000000, 
3.3036935523477196, 0.006824102877507343, 0.6605108887050759, 859354000000, 
3.30579977971896, 0.01158774325002998, 0.6607877859207087, 859456000000, 
3.3078686411034988, 0.013916962519264034, 0.6611574648780119, 859558000000, 
3.306796132919438, 0.0033211773349265763, 0.6613643035827931, 859660000000, 
3.3081144754347265, 0.0008194477707590408, 0.6615186166305109, 859762000000, 
3.300045818614821, -0.022501047682056036, 0.6609970951312656, 859864000000, 
3.295520513373853, -0.04197987353624496, 0.66024538716156, 859966000000, 
3.295250794232765, -0.015983414606853447, 0.6593878084147626, 860068000000, 
3.297411957483869, 0.006304813700053202, 0.6592122176726991, 860170000000, 
3.29811922881263, 0.009561448599549513, 0.6593854653686176, 860238000000, 
3.2981915932451074, 0.002598785870794688, 0.6595815186361071, 860340000000, 
3.2973751161431757, -0.002480375564847629, 0.6595790625467276, 860442000000, 
3.295934085387735, -0.007525026191241106, 0.6594333863184012, 860544000000, 
3.2938894900732727, -0.011618753566343306, 0.6591465794402789, 860646000000, 
3.2908805123812352, -0.016845243354999262, 0.6587136058561496, 860748000000, 
3.2862542457158805, -0.025450814524640524, 0.6580682832113592, 860850000000, 
3.280244507919866, -0.03545334820456455, 0.6571586177344654, 860952000000, 
3.277916296535241, -0.027793163935464864, 0.6562943366780658, 861054000000, 
3.2786994447512394, -0.005150210562088198, 0.655790683280423, 861156000000, 
3.276757587208136, -0.0038623644236842245, 0.6555582218996411, 861258000000, 
3.275422269626401, -0.01092391708279461, 0.6553919534390518, 861360000000, 
3.263189216686079, -0.04522790174018946, 0.6543579382347077, 861462000000, 
3.25976621663236, -0.052186843313470156, 0.6532251801963227, 861564000000, 
3.260932934368706, -0.007520941057910235, 0.6522592245124763, 861666000000, 
3.2635749918786034, 0.012695917487478189, 0.6522849428586447, 861768000000, 
3.264137060171072, 0.010680419341220215, 0.652576332427892, 861836000000, 
3.264123737685596, 0.0018291526899745965, 0.6527890526490181, 861938000000, 
3.2631029155937243, -0.0034471485911587627, 0.6527575808966927, 862040000000, 
3.261536480585439, -0.008624190333856122, 0.6525842089243172, 862142000000, 
3.2585821740968752, -0.015069138322830375, 0.6522147713517358, 862244000000, 
3.2542314812275914, -0.02434999785949188, 0.6516233423939937, 862346000000, 
3.247473982987925, -0.03702730369650039, 0.6506858425541594, 862448000000, 
3.2393156086583628, -0.0497195752307622, 0.6494014048582586, 862550000000, 
3.2301816263575027, -0.057641188768074635, 0.6477980812002526, 862652000000, 
3.2210665204185873, -0.06083029413258482, 0.6460375836956301, 862754000000, 
3.2108104540856153, -0.06457057423962483, 0.644137240057447, 862856000000, 
3.201102302577929, -0.06654739280219424, 0.6421986184721421, 862958000000, 
3.192955007739323, -0.059518154487641084, 0.6403245176268578, 863060000000, 
3.1870480850718144, -0.046847391687048955, 0.6387403596926045, 863162000000, 
3.1826059620778593, -0.03449681887154554, 0.6375072703259331, 863264000000, 
3.178427005960094, -0.02873693037240166, 0.6365387368739844, 863332000000, 
3.1748101009783656, -0.02598620366497902, 0.6357228712677546, 863434000000, 
3.1721272161930414, -0.020999299223508256, 0.6350242882087668, 863536000000, 
3.1695330319473616, -0.017590230103346666, 0.6344313566079179, 863638000000, 
3.166910579278879, -0.017388789713873958, 0.6339047218279521, 863740000000, 
3.1628741340572013, -0.022196326300534253, 0.6332878496855627, 863842000000, 
3.1572034755179894, -0.0323570125362993, 0.632465879256938, 863944000000, 
3.151099355673396, -0.03924926127935121, 0.6314117976832391, 864046000000, 
3.1441431687477994, -0.043534355900633294, 0.6301630666626123, 864148000000, 
3.1374108261649245, -0.04562843169490479, 0.6288435567057413, 864250000000, 
3.1309540837024934, -0.043963616817686756, 0.6275005385743477, 864352000000, 
3.1241792587321946, -0.04410522477576636, 0.6261696112399742, 864454000000, 
3.118266960153825, -0.042290411828894335, 0.6248933535059008, 864556000000, 
3.101940585559355, -0.07412891057613151, 0.6229591202963582, 864658000000, 
3.088681568224256, -0.09861797309856406, 0.620592607595829, 864760000000, 
3.0881957551842896, -0.04581610125021859, 0.61858786059786, 864862000000, 
3.0904739029424717, 0.005974449060719422, 0.6178234150900679, 864930000000, 
3.0930588868467206, 0.016210438874770066, 0.6181152363315654, 865032000000, 
3.095125642858742, 0.015505799720901456, 0.6185772288431955, 865134000000, 
3.0963199693828707, 0.010870275120500317, 0.6189669666058889, 865236000000, 
3.0966747132514474, 0.005163567975684143, 0.6192080216995374, 865338000000, 
3.0950951328134497, -0.004082788564736539, 0.6192059876965178, 865440000000, 
3.092279999628319, -0.014649045410428663, 0.6189366563795478, 865542000000, 
3.0884444084023124, -0.02216908137045781, 0.6183879693896054, 865644000000, 
3.0838492854738684, -0.028102380514834675, 0.6176382462336333, 865746000000, 
3.078638090749407, -0.03268772550968505, 0.616728785641706, 865848000000, 
3.072957714986401, -0.03630523495822491, 0.6156963394139784, 865950000000, 
3.0672633328549894, -0.03791585964805814, 0.6145906092393865, 866052000000, 
3.062000363004524, -0.0365245066062562, 0.6134814273897276, 866154000000, 
3.055442543222103, -0.03940263210962117, 0.6123137492721078, 866256000000, 
3.0485507742605473, -0.04483196247992242, 0.6110662453658117, 866358000000, 
3.040433647857441, -0.050029651215539594, 0.6096284643560062, 866460000000, 
3.032352943689262, -0.05399276857095181, 0.6080891577204833, 866528000000, 
3.024116019614362, -0.054392094143597504, 0.6064601740774043, 866630000000, 
3.010446965230238, -0.07301992819674623, 0.6044610619022576, 866732000000, 
3.000897326739698, -0.07739564291554608, 0.6023640207722866, 866834000000, 
2.9995123997171085, -0.03644855171043145, 0.6007237794458029, 866936000000, 
2.998460882415625, -0.008121481080243242, 0.5999247072581622, 867038000000, 
2.995525939312336, -0.013288201349241172, 0.5995666147630047, 867140000000, 
2.990260552393402, -0.02733443340741104, 0.5989498249414242, 867242000000, 
2.9834356271266578, -0.04030104061892784, 0.5979481412554931, 867344000000, 
2.9753573383266514, -0.049677380222501455, 0.5966035678564474, 867446000000, 
2.966609112927407, -0.05608838066416914, 0.5950268052253811, 867548000000, 
2.9582591456991687, -0.0569939754249423, 0.5933483731302152, 867650000000, 
2.951686190727518, -0.04974307399963074, 0.5917702966236063, 867752000000, 
2.9445769530674624, -0.04560730877235445, 0.5903014859662766, 867854000000, 
2.9354411028891687, -0.05415029279449701, 0.5887802831122766, 867956000000, 
2.92664403717663, -0.05977638630277523, 0.587110806208884, 868058000000, 
2.9178231309768963, -0.058726573040908114, 0.5853272180695129, 868126000000, 
2.9069584842753433, -0.06561850967095495, 0.5834283768285913, 868228000000, 
2.896658943585782, -0.07054729130371455, 0.5814293705892015, 868330000000, 
2.8875134871963435, -0.06481665692999942, 0.5794087276704979, 868432000000, 
2.8780841932441197, -0.06191583447220742, 0.577483774935083, 868534000000, 
2.8670701704052237, -0.06814438930373257, 0.5755111900563791, 868636000000, 
2.8567346820189012, -0.07116503741739481, 0.5734592697112163, 868738000000, 
2.8466825220390435, -0.06795882788726744, 0.5713658249642113, 868840000000, 
2.8368243251067824, -0.06636785637372948, 0.5693494352776485, 868942000000, 
2.825590390596342, -0.070307104809005, 0.5672731491828111, 869044000000, 
2.815212809149114, -0.07203838652556065, 0.5651751683234826, 869146000000, 
2.8072386061526267, -0.06117261481238442, 0.5632027870598721, 869248000000, 
2.7976325831767745, -0.058600753241132196, 0.5613389332319011, 869350000000, 
2.7873875603709033, -0.06617015260574455, 0.559483916646687, 869452000000, 
2.7766850940522967, -0.06982496374825953, 0.5574470158399982, 869554000000, 
2.7660349102358555, -0.07117550045015945, 0.5553405043106037, 869656000000, 
2.755965698443578, -0.06906465202906276, 0.5532457135154486, 869724000000, 
2.7460203639175975, -0.06671515439419314, 0.5512013981731354, 869826000000, 
2.735719024505012, -0.0674889131285535, 0.5491803391244124, 869928000000, 
2.7257891956286433, -0.06743722762984738, 0.5471685722700834, 870030000000, 
2.7157787037827816, -0.06646773574076725, 0.5451524615944291, 870132000000, 
2.705887692796148, -0.06633834277498381, 0.5431637061471715, 870234000000, 
2.696131100383338, -0.06549201133147904, 0.5411864997974846, 870336000000, 
2.686324205745697, -0.06521162350150433, 0.5392228665950122, 870438000000, 
2.6765021235051414, -0.06542992292732179, 0.5372638286422784, 870540000000, 
2.666643237911856, -0.06560322611280256, 0.5352979711441797, 870642000000, 
2.6567992618560656, -0.06567620549691917, 0.5333296415515375, 870744000000, 
2.6470528625475094, -0.06530125121448904, 0.5313663574876953, 870846000000, 
